time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
2610,2.17,-0.62,-0.60,1.52,-1.88,9.40
2615,2.21,-0.44,-0.44,1.45,-1.87,9.42
2620,2.23,-0.33,-0.30,1.38,-1.83,9.45
2625,2.22,-0.31,-0.33,1.36,-1.79,9.47
2630,2.13,-0.35,-0.48,1.38,-1.77,9.47
2635,2.09,-0.36,-0.52,1.39,-1.76,9.47
2640,1.98,-0.39,-0.61,1.42,-1.75,9.48
2646,1.67,-0.45,-0.77,1.47,-1.74,9.48
2650,1.24,-0.48,-0.94,1.52,-1.75,9.48
2655,1.00,-0.47,-1.02,1.54,-1.75,9.46
2660,0.78,-0.42,-1.14,1.57,-1.78,9.45
2665,0.76,-0.36,-1.19,1.56,-1.80,9.44
2670,0.76,-0.26,-1.24,1.54,-1.81,9.44
2675,0.89,0.10,-1.32,1.45,-1.85,9.50
2680,0.92,0.51,-1.37,1.36,-1.87,9.59
2685,0.70,0.96,-1.41,1.28,-1.88,9.68
2690,0.40,1.25,-1.45,1.23,-1.89,9.74
2695,0.16,1.35,-1.48,1.23,-1.89,9.76
2700,-0.12,1.40,-1.52,1.23,-1.88,9.78
2705,-0.41,1.18,-1.54,1.31,-1.87,9.76
2710,-0.58,0.66,-1.48,1.52,-1.85,9.71
2715,-0.60,0.52,-1.44,1.58,-1.84,9.69
2720,-0.61,0.30,-1.33,1.68,-1.84,9.66
2725,-0.59,0.15,-1.17,1.78,-1.83,9.62
2730,-0.57,0.05,-0.98,1.86,-1.83,9.60
2736,-0.58,-0.02,-0.53,1.96,-1.83,9.55
2740,-0.60,-0.03,-0.21,2.00,-1.83,9.52
2745,-0.65,-0.03,0.15,2.03,-1.84,9.49
2750,-0.77,0.02,0.54,2.05,-1.85,9.47
2755,-0.94,0.15,1.05,2.09,-1.86,9.45
2760,-1.10,0.31,1.49,2.14,-1.87,9.44
2765,-1.17,0.43,1.79,2.18,-1.88,9.44
2770,-1.23,0.49,1.96,2.21,-1.88,9.43
2775,-1.36,0.52,2.14,2.24,-1.88,9.42
2780,-1.62,0.52,2.25,2.27,-1.87,9.41
2785,-1.81,0.50,2.25,2.26,-1.87,9.40
2790,-1.98,0.49,2.23,2.26,-1.86,9.40
2795,-2.27,0.47,2.15,2.23,-1.85,9.39
2801,-2.54,0.45,2.05,2.18,-1.84,9.38
2805,-2.72,0.44,1.96,2.13,-1.84,9.37
2810,-2.87,0.43,1.88,2.08,-1.84,9.37
2815,-3.01,0.42,1.82,2.02,-1.86,9.37
2821,-3.07,0.41,1.80,2.00,-1.87,9.38
2825,-3.14,0.39,1.82,1.99,-1.88,9.39
2830,-3.18,0.35,1.91,2.00,-1.89,9.39
2836,-3.17,0.29,2.15,2.03,-1.91,9.40
2840,-3.12,0.25,2.40,2.06,-1.92,9.40
2845,-2.97,0.24,2.79,2.10,-1.93,9.39
2850,-2.78,0.26,3.16,2.14,-1.93,9.39
2855,-2.53,0.41,3.53,2.15,-1.93,9.39
2860,-2.44,0.49,3.65,2.16,-1.93,9.39
2865,-2.33,0.67,3.79,2.16,-1.92,9.39
2871,-2.23,0.95,3.89,2.15,-1.92,9.39
2875,-2.15,1.51,3.91,2.08,-1.90,9.39
2880,-2.16,1.67,3.88,2.05,-1.90,9.39
2885,-2.21,1.86,3.81,2.00,-1.89,9.38
2890,-2.30,2.09,3.69,1.93,-1.87,9.37
2895,-2.39,2.25,3.59,1.88,-1.84,9.36
2901,-2.52,2.44,3.45,1.83,-1.81,9.34
2905,-2.89,2.88,3.06,1.77,-1.73,9.29
2910,-3.02,3.04,2.93,1.77,-1.72,9.29
2915,-3.15,3.21,2.79,1.77,-1.71,9.29
2920,-3.36,3.49,2.58,1.78,-1.70,9.30
2925,-3.52,3.71,2.42,1.78,-1.70,9.31
2930,-3.66,3.89,2.29,1.79,-1.71,9.32
2936,-4.24,4.46,1.80,1.81,-1.77,9.36
2940,-4.58,4.65,1.59,1.82,-1.82,9.38
2945,-4.72,4.71,1.51,1.83,-1.84,9.38
2951,-5.07,4.81,1.39,1.83,-1.89,9.39
2955,-5.30,4.85,1.33,1.83,-1.92,9.40
2960,-5.49,4.90,1.31,1.83,-1.95,9.40
2965,-5.80,4.99,1.34,1.83,-1.98,9.39
2970,-5.96,5.09,1.40,1.83,-1.99,9.38
2975,-6.05,5.20,1.45,1.83,-1.99,9.38
2980,-6.18,5.44,1.57,1.83,-2.00,9.37
2985,-6.27,5.68,1.66,1.83,-2.01,9.36
2990,-6.36,6.07,1.78,1.83,-2.01,9.35
2995,-6.46,6.74,1.95,1.83,-2.01,9.32
3000,-6.51,7.38,2.11,1.83,-2.01,9.30
3005,-6.52,7.66,2.20,1.82,-2.01,9.30
3010,-6.53,8.10,2.34,1.81,-2.01,9.30
3015,-6.55,8.29,2.41,1.79,-2.01,9.30
3020,-6.58,8.51,2.51,1.78,-2.01,9.30
3025,-6.77,9.00,2.70,1.73,-2.01,9.30
3030,-7.43,9.72,2.96,1.63,-2.01,9.31
3035,-7.77,9.94,3.03,1.59,-2.01,9.32
3040,-8.15,10.14,3.10,1.55,-2.02,9.33
3045,-8.74,10.38,3.17,1.50,-2.04,9.36
3050,-9.28,10.65,3.21,1.48,-2.06,9.38
3055,-9.49,10.78,3.22,1.47,-2.07,9.38
3060,-9.88,11.02,3.21,1.49,-2.09,9.37
3065,-10.03,11.12,3.18,1.50,-2.09,9.36
3070,-10.28,11.26,3.10,1.51,-2.10,9.35
3075,-11.04,11.49,2.79,1.54,-2.12,9.33
3080,-11.66,11.59,2.54,1.55,-2.13,9.31
3085,-12.20,11.64,2.32,1.56,-2.14,9.30
3090,-12.83,11.71,2.10,1.56,-2.15,9.28
3095,-13.52,11.77,1.94,1.56,-2.16,9.24
3101,-13.98,11.84,1.88,1.56,-2.17,9.21
3106,-14.41,11.95,1.97,1.53,-2.17,9.19
3110,-14.55,12.01,2.04,1.52,-2.17,9.19
3115,-14.65,12.07,2.12,1.50,-2.17,9.20
3120,-14.83,12.20,2.31,1.45,-2.16,9.23
3125,-15.22,12.44,2.80,1.37,-2.17,9.30
3130,-15.35,12.53,3.07,1.36,-2.18,9.33
3135,-15.51,12.63,3.48,1.34,-2.19,9.35
3140,-15.71,12.84,4.28,1.33,-2.21,9.38
3145,-15.77,13.02,4.73,1.33,-2.23,9.40
3151,-15.85,13.31,5.27,1.33,-2.24,9.41
3156,-16.12,14.43,6.44,1.35,-2.27,9.43
3160,-16.39,15.20,6.92,1.38,-2.28,9.43
3165,-16.68,15.83,7.24,1.40,-2.29,9.43
3170,-17.07,16.68,7.62,1.44,-2.30,9.42
3175,-17.65,18.00,8.13,1.49,-2.31,9.40
3180,-17.79,18.40,8.30,1.50,-2.31,9.39
3185,-18.20,20.12,9.19,1.54,-2.33,9.35
3190,-18.37,21.13,9.81,1.56,-2.34,9.33
3195,-18.47,21.95,10.36,1.58,-2.36,9.31
3200,-18.66,23.57,11.50,1.61,-2.38,9.28
3205,-19.19,26.59,13.93,1.65,-2.38,9.25
3210,-19.83,28.71,16.04,1.67,-2.37,9.25
3215,-20.15,29.97,17.23,1.68,-2.36,9.26
3220,-20.25,30.26,17.54,1.68,-2.36,9.26
3225,-20.51,31.09,18.40,1.68,-2.35,9.27
3230,-20.74,32.58,19.60,1.68,-2.35,9.29
3235,-20.94,35.31,21.35,1.69,-2.35,9.31
3240,-20.95,37.92,22.75,1.72,-2.34,9.33
3245,-20.94,38.41,23.00,1.73,-2.34,9.34
3250,-20.89,39.59,23.56,1.74,-2.34,9.35
3255,-20.80,41.60,24.43,1.79,-2.32,9.37
3260,-20.71,44.41,25.54,1.84,-2.27,9.41
3265,-20.79,54.31,30.04,1.95,-2.06,9.56
3270,-20.87,56.31,31.13,1.96,-2.03,9.59
3275,-21.05,59.48,32.93,1.98,-1.98,9.64
3280,-22.00,66.98,37.79,2.01,-1.90,9.75
3285,-24.00,77.55,45.60,2.04,-1.82,9.93
3290,-25.51,82.97,50.15,2.04,-1.79,10.02
3295,-28.48,91.23,58.06,2.05,-1.78,10.16
3300,-32.29,99.23,67.02,2.03,-1.78,10.33
3305,-40.73,111.41,83.36,1.92,-1.80,10.56
3310,-45.41,116.18,91.06,1.82,-1.82,10.63
3315,-51.98,122.12,101.72,1.66,-1.86,10.71
3320,-64.56,130.63,121.90,1.27,-2.08,10.76
3325,-66.39,131.86,124.93,1.21,-2.13,10.76
3330,-75.47,138.78,142.40,0.86,-2.58,10.86
3336,-85.47,149.54,168.35,0.49,-3.68,11.17
3340,-86.36,152.48,173.43,0.50,-4.00,11.32
3345,-86.31,155.26,176.90,0.56,-4.26,11.46
3350,-83.98,161.79,182.05,0.82,-4.75,11.79
3355,-77.77,168.16,183.85,1.36,-5.13,12.15
3360,-58.80,173.61,179.03,2.56,-5.34,12.51
3365,-49.82,175.66,175.21,3.13,-5.40,12.60
3370,-47.18,175.65,173.81,3.29,-5.40,12.62
